Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR,treatment,term_clean,-log10(p),gene_ratio
GOTERM_BP_FAT,GO:0009060~aerobic respiration,4,7.4074074074074066,0.017390583486675,"4509, 4540, 4512, 4539",49,218,19104,7.1537165324845535,0.9999999999784578,1.0,1.0,nZF105,aerobic respiration,1.7596858463588712,0.08163265306122448
GOTERM_BP_FAT,GO:0031507~heterochromatin formation,4,7.4074074074074066,0.0184596636729368,"8337, 723790, 3005, 55183",49,223,19104,6.993319300814496,0.9999999999953074,1.0,1.0,nZF105,heterochromatin formation,1.733776215895062,0.08163265306122448
GOTERM_BP_FAT,GO:0045069~regulation of viral genome replication,3,5.555555555555555,0.0184853029151716,"3434, 8638, 9636",49,83,19104,14.091959675436438,0.999999999995476,1.0,1.0,nZF105,regulation of viral genome replication,1.7331734283308189,0.061224489795918366
GOTERM_BP_FAT,GO:0051093~negative regulation of developmental process,8,14.814814814814811,0.0193663495996935,"354, 1026, 30000, 5663, 3399, 3397, 9518, 94241",49,1102,19104,2.830327049149969,0.9999999999987133,1.0,1.0,nZF105,negative regulation of developmental process,1.712952232564997,0.16326530612244897
KEGG_PATHWAY,hsa05016:Huntington disease,5,9.25925925925926,0.0199020815820437,"4509, 4540, 4512, 292, 4539",33,308,9375,4.611865407319953,0.818905742255725,0.2374448288717575,0.2264008833428386,nZF105,Huntington disease,1.7011014978457042,0.15151515151515152
GOTERM_BP_FAT,GO:0006812~monoatomic cation transport,7,12.962962962962962,0.0200465476125145,"4509, 4540, 6541, 5663, 4512, 292, 4539",49,860,19104,3.1734219269102986,0.999999999999513,1.0,1.0,nZF105,monoatomic cation transport,1.6979604101727328,0.14285714285714285
GOTERM_BP_FAT,GO:0070828~heterochromatin organization,4,7.4074074074074066,0.0204747685204471,"8337, 723790, 3005, 55183",49,232,19104,6.722026741731175,0.999999999999736,1.0,1.0,nZF105,heterochromatin organization,1.688780999499694,0.08163265306122448
GOTERM_BP_FAT,GO:0034220~monoatomic ion transmembrane transport,7,12.962962962962962,0.0206683902540824,"4509, 4540, 6541, 5663, 4512, 292, 4539",49,866,19104,3.1514351699109207,0.9999999999997996,1.0,1.0,nZF105,monoatomic ion transmembrane transport,1.6846933468363414,0.14285714285714285
GOTERM_BP_FAT,GO:0006754~ATP biosynthetic process,3,5.555555555555555,0.0215154662817217,"4509, 4540, 4539",49,90,19104,12.99591836734694,0.9999999999999404,1.0,1.0,nZF105,ATP biosynthetic process,1.6672492374789665,0.061224489795918366
GOTERM_BP_FAT,GO:0019646~aerobic electron transport chain,3,5.555555555555555,0.0219641584996017,"4540, 4512, 4539",49,91,19104,12.853106077595871,0.9999999999999686,1.0,1.0,nZF105,aerobic electron transport chain,1.658285430959108,0.061224489795918366
KEGG_PATHWAY,hsa05022:Pathways of neurodegeneration - multiple diseases,6,11.11111111111111,0.0220878910578379,"4509, 4540, 5663, 4512, 292, 4539",33,480,9375,3.551136363636364,0.8502092407655535,0.2374448288717575,0.2264008833428386,nZF105,Pathways of neurodegeneration - multiple diseases,1.6558457483959812,0.18181818181818182
GOTERM_BP_FAT,GO:0009615~response to virus,5,9.25925925925926,0.0222637160667053,"3437, 3434, 3433, 8638, 9636",49,428,19104,4.554644287621591,0.9999999999999796,1.0,1.0,nZF105,response to virus,1.652402345276664,0.10204081632653061
GOTERM_BP_FAT,GO:0034340~response to type I interferon,3,5.555555555555555,0.0228731849666826,"3434, 8638, 9636",49,93,19104,12.576695194206714,0.9999999999999916,1.0,1.0,nZF105,response to type I interferon,1.6406733580365243,0.061224489795918366
GOTERM_BP_FAT,GO:0030163~protein catabolic process,7,12.962962962962962,0.0232883338881542,"6907, 7267, 5663, 9622, 9636, 23008, 23190",49,890,19104,3.06645264847512,0.9999999999999952,1.0,1.0,nZF105,protein catabolic process,1.6328615809828726,0.14285714285714285
GOTERM_BP_FAT,GO:0045333~cellular respiration,4,7.4074074074074066,0.0233436245299643,"4509, 4540, 4512, 4539",49,244,19104,6.391435262629642,0.9999999999999956,1.0,1.0,nZF105,cellular respiration,1.6318317107948672,0.08163265306122448
GOTERM_BP_FAT,GO:0042775~mitochondrial ATP synthesis coupled electron transport,3,5.555555555555555,0.0237975912232088,"4540, 4512, 4539",49,95,19104,12.311922663802362,0.9999999999999978,1.0,1.0,nZF105,mitochondrial ATP synthesis coupled electron transport,1.6234669997254412,0.061224489795918366
GOTERM_BP_FAT,GO:0042773~ATP synthesis coupled electron transport,3,5.555555555555555,0.0237975912232088,"4540, 4512, 4539",49,95,19104,12.311922663802362,0.9999999999999978,1.0,1.0,nZF105,ATP synthesis coupled electron transport,1.6234669997254412,0.061224489795918366
GOTERM_BP_FAT,GO:0009791~post-embryonic development,3,5.555555555555555,0.0256918628049648,"55870, 5663, 10512",49,99,19104,11.814471243042671,1.0,1.0,1.0,nZF105,post-embryonic development,1.5902044057925242,0.061224489795918366
GOTERM_BP_FAT,"GO:0045814~negative regulation of gene expression, epigenetic",4,7.4074074074074066,0.0258935028808984,"8337, 723790, 3005, 55183",49,254,19104,6.139803953077294,1.0,1.0,1.0,nZF105,"negative regulation of gene expression, epigenetic",1.5868091941019928,0.08163265306122448
GOTERM_BP_FAT,GO:0009206~purine ribonucleoside triphosphate biosynthetic process,3,5.555555555555555,0.0266613911188993,"4509, 4540, 4539",49,101,19104,11.580521317437864,1.0,1.0,1.0,nZF105,purine ribonucleoside triphosphate biosynthetic process,1.574117194025694,0.061224489795918366
GOTERM_BP_FAT,GO:0009145~purine nucleoside triphosphate biosynthetic process,3,5.555555555555555,0.0271516802997048,"4509, 4540, 4539",49,102,19104,11.466986794717888,1.0,1.0,1.0,nZF105,purine nucleoside triphosphate biosynthetic process,1.5662032886420256,0.061224489795918366
GOTERM_MF_FAT,GO:0003676~nucleic acid binding,19,35.18518518518518,0.0278621720544349,"23318, 7587, 6596, 723790, 8337, 23047, 292, 4925, 3437, 55870, 84319, 6907, 3434, 23064, 3005, 3433, 8638, 8349, 6638",46,4500,17305,1.5883816425120774,0.9996635043096256,0.9856199757022148,0.982137219604327,nZF105,nucleic acid binding,1.5549850302492554,0.41304347826086957
KEGG_PATHWAY,hsa04613:Neutrophil extracellular trap formation,4,7.4074074074074066,0.0282365938144649,"8337, 723790, 8349, 292",33,195,9375,5.827505827505828,0.9123713816674228,0.2698163408937765,0.2572667436429032,nZF105,Neutrophil extracellular trap formation,1.5491876934843278,0.12121212121212122
GOTERM_BP_FAT,GO:0009057~macromolecule catabolic process,8,14.814814814814811,0.0290139732447288,"23318, 6907, 7267, 5663, 9622, 9636, 23008, 23190",49,1198,19104,2.603522878266498,1.0,1.0,1.0,nZF105,macromolecule catabolic process,1.5373927937721554,0.16326530612244897
GOTERM_MF_FAT,GO:0008324~monoatomic cation transmembrane transporter activity,6,11.11111111111111,0.0290577163069059,"4509, 4540, 5663, 4512, 292, 4539",46,669,17305,3.373952037434198,0.9997624602226552,0.9856199757022148,0.982137219604327,nZF105,monoatomic cation transmembrane transporter activity,1.5367385206051518,0.13043478260869565
GOTERM_CC_FAT,GO:0098687~chromosomal region,5,9.25925925925926,0.0291480083868708,"23064, 5663, 23047, 1062, 55183",47,427,16775,4.179331306990881,0.997934703514965,0.6750806458364551,0.6686205439624221,nZF105,chromosomal region,1.5353911141859717,0.10638297872340426
GOTERM_BP_FAT,GO:0010629~negative regulation of gene expression,10,18.51851851851852,0.0293073507103562,"23318, 1026, 8337, 723790, 3005, 5663, 3399, 3397, 94241, 55183",49,1760,19104,2.2152133580705007,1.0,1.0,1.0,nZF105,negative regulation of gene expression,1.5330234386027002,0.20408163265306123
GOTERM_BP_FAT,GO:0009201~ribonucleoside triphosphate biosynthetic process,3,5.555555555555555,0.0296575502174517,"4509, 4540, 4539",49,107,19104,10.931146290291816,1.0,1.0,1.0,nZF105,ribonucleoside triphosphate biosynthetic process,1.5278647255592483,0.061224489795918366
GOTERM_BP_FAT,GO:0034097~response to cytokine,7,12.962962962962962,0.0302597929446394,"3437, 3434, 3433, 8638, 9636, 292, 55183",49,946,19104,2.8849290244639083,1.0,1.0,1.0,nZF105,response to cytokine,1.5191340480018014,0.14285714285714285
GOTERM_BP_FAT,GO:0022904~respiratory electron transport chain,3,5.555555555555555,0.0317263294122783,"4540, 4512, 4539",49,111,19104,10.53723110865968,1.0,1.0,1.0,nZF105,respiratory electron transport chain,1.4985801708307318,0.061224489795918366
GOTERM_CC_FAT,GO:0032993~protein-DNA complex,4,7.4074074074074066,0.0323005093701653,"8337, 723790, 3005, 8349",47,254,16775,5.620706986094823,0.998953432842475,0.6750806458364551,0.6686205439624221,nZF105,protein-DNA complex,1.490790628910143,0.0851063829787234
GOTERM_BP_FAT,GO:1901652~response to peptide,7,12.962962962962962,0.0327661937053575,"3437, 3434, 3433, 8638, 9636, 292, 55183",49,964,19104,2.831061055127445,1.0,1.0,1.0,nZF105,response to peptide,1.4845740056353143,0.14285714285714285
GOTERM_MF_FAT,GO:0022804~active transmembrane transporter activity,5,9.25925925925926,0.0331115353769619,"4540, 4512, 220002, 292, 4539",46,469,17305,4.010614628719756,0.9999273032085596,0.9856199757022148,0.982137219604327,nZF105,active transmembrane transporter activity,1.480020680610598,0.10869565217391304
GOTERM_BP_FAT,GO:0009142~nucleoside triphosphate biosynthetic process,3,5.555555555555555,0.0349332851455096,"4509, 4540, 4539",49,117,19104,9.996860282574568,1.0,1.0,1.0,nZF105,nucleoside triphosphate biosynthetic process,1.4567605711479197,0.061224489795918366
KEGG_PATHWAY,hsa05014:Amyotrophic lateral sclerosis,5,9.25925925925926,0.0352899511237173,"4509, 23064, 4540, 4512, 4539",33,368,9375,3.859930830039526,0.9528232302403278,0.3034935796639689,0.289377599214482,nZF105,Amyotrophic lateral sclerosis,1.4523489431337846,0.15151515151515152
GOTERM_BP_FAT,GO:1903900~regulation of viral life cycle,3,5.555555555555555,0.0354796318399238,"3434, 8638, 9636",49,118,19104,9.912141127637495,1.0,1.0,1.0,nZF105,regulation of viral life cycle,1.4500208953431046,0.061224489795918366
GOTERM_BP_FAT,GO:0006325~chromatin organization,7,12.962962962962962,0.0360110375065565,"55870, 8337, 6596, 723790, 3005, 8349, 55183",49,986,19104,2.7678933642422487,1.0,1.0,1.0,nZF105,chromatin organization,1.4435643660799358,0.14285714285714285
GOTERM_MF_FAT,GO:0009055~electron transfer activity,3,5.555555555555555,0.0365730026024578,"4540, 4512, 4539",46,116,17305,9.729197901049474,0.999973653446408,0.9856199757022148,0.982137219604327,nZF105,electron transfer activity,1.436839383108817,0.06521739130434782
GOTERM_BP_FAT,GO:0022900~electron transport chain,3,5.555555555555555,0.0376981706809027,"4540, 4512, 4539",49,122,19104,9.587152893944465,1.0,1.0,1.0,nZF105,electron transport chain,1.4236797235996477,0.061224489795918366
GOTERM_MF_FAT,GO:0003723~RNA binding,11,20.37037037037037,0.0378789781572425,"23318, 3437, 84319, 6596, 23064, 3434, 3005, 3433, 8638, 292, 6638",46,2078,17305,1.9914110557810605,0.9999820524078304,0.9856199757022148,0.982137219604327,nZF105,RNA binding,1.421601745261603,0.2391304347826087
GOTERM_MF_FAT,GO:0022853~active monoatomic ion transmembrane transporter activity,3,5.555555555555555,0.0383103170767645,"4540, 4512, 4539",46,119,17305,9.48392400438436,0.9999841914218424,0.9856199757022148,0.982137219604327,nZF105,active monoatomic ion transmembrane transporter activity,1.4166842535476114,0.06521739130434782
GOTERM_BP_FAT,GO:0010604~positive regulation of macromolecule metabolic process,15,27.77777777777778,0.038464258181091,"23318, 6596, 5663, 10808, 3397, 1062, 94241, 55183, 354, 55870, 6907, 1026, 23064, 3399, 9636",49,3427,19104,1.7064964299113283,1.0,1.0,1.0,nZF105,positive regulation of macromolecule metabolic process,1.4149426389175215,0.30612244897959184
GOTERM_MF_FAT,GO:0031625~ubiquitin protein ligase binding,4,7.4074074074074066,0.0446827726097086,"1026, 6596, 9636, 292",46,305,17305,4.933713471133285,0.9999975913511288,1.0,1.0,nZF105,ubiquitin protein ligase binding,1.3498598863232716,0.08695652173913043
KEGG_PATHWAY,hsa04714:Thermogenesis,4,7.4074074074074066,0.0447532837847206,"4509, 4540, 4512, 4539",33,234,9375,4.856254856254856,0.9795909851989432,0.3498893095896344,0.3336153882133723,nZF105,Thermogenesis,1.3491750926997719,0.12121212121212122
GOTERM_BP_FAT,GO:0010628~positive regulation of gene expression,8,14.814814814814811,0.0451638376204555,"354, 23064, 5663, 3399, 3397, 9636, 94241, 55183",49,1318,19104,2.366479824099594,1.0,1.0,1.0,nZF105,positive regulation of gene expression,1.3452091627041864,0.16326530612244897
GOTERM_BP_FAT,GO:0015980~energy derivation by oxidation of organic compounds,4,7.4074074074074066,0.0481148838625695,"4509, 4540, 4512, 4539",49,325,19104,4.798492935635792,1.0,1.0,1.0,nZF105,energy derivation by oxidation of organic compounds,1.3177205581480758,0.08163265306122448
GOTERM_BP_FAT,GO:0051053~negative regulation of DNA metabolic process,3,5.555555555555555,0.0501725881029216,"1026, 3005, 55183",49,143,19104,8.179249322106465,1.0,1.0,1.0,nZF105,negative regulation of DNA metabolic process,1.29953349574668,0.061224489795918366
GOTERM_BP_FAT,GO:0050792~regulation of viral process,3,5.555555555555555,0.0514292725540971,"3434, 8638, 9636",49,145,19104,8.06643209007741,1.0,1.0,1.0,nZF105,regulation of viral process,1.288789618552249,0.061224489795918366
GOTERM_MF_FAT,GO:0015075~monoatomic ion transmembrane transporter activity,6,11.11111111111111,0.0519491227203096,"4509, 4540, 5663, 4512, 292, 4539",46,785,17305,2.875380780947106,0.9999997224409608,1.0,1.0,nZF105,monoatomic ion transmembrane transporter activity,1.2844217820999821,0.13043478260869565
GOTERM_BP_FAT,GO:0007623~circadian rhythm,3,5.555555555555555,0.052061875758839,"23064, 3399, 3397",49,146,19104,8.011182555213866,1.0,1.0,1.0,nZF105,circadian rhythm,1.2834801885695102,0.061224489795918366
